ald_idx,name,smiles_raw,InChIKey,cho_class,xtb_risk,smiles_canonical,scaffold,scaffold_split_legacy,computable
1196,"4-[(3,5-dimethyl-1,2-oxazol-4-yl)methoxy]-3-methoxybenzaldehyde",CC1=C(C(=NO1)C)COC2=C(C=C(C=C2)C=O)OC,KRSBKCIZARFCOA-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)ccc1OCc1c(C)noc1C,c1ccc(OCc2cnoc2)cc1,train,
1197,3-methoxy-4-(2-morpholin-4-yl-2-oxoethoxy)benzaldehyde,COC1=C(C=CC(=C1)C=O)OCC(=O)N2CCOCC2,BQTSMYCTOXDRPF-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)ccc1OCC(=O)N1CCOCC1,O=C(COc1ccccc1)N1CCOCC1,train,
1198,2-(4-chloro-2-formyl-6-methoxyphenoxy)acetic acid,COC1=CC(=CC(=C1OCC(=O)O)C=O)Cl,BUWMPGOSLRJIOT-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(Cl)cc(C=O)c1OCC(=O)O,c1ccccc1,train,
1199,2-(2-formylpyrrol-1-yl)-4-methoxypyridine-3-carbonitrile,COC1=C(C(=NC=C1)N2C=CC=C2C=O)C#N,IKVREFKXPJNUEL-UHFFFAOYSA-N,aromatic_hetero,,COc1ccnc(-n2cccc2C=O)c1C#N,c1ccc(-n2cccc2)nc1,train,
1200,2-[4-(trifluoromethoxy)phenyl]benzaldehyde,C1=CC=C(C(=C1)C=O)C2=CC=C(C=C2)OC(F)(F)F,GFDYSHSBKDFJJD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccccc1-c1ccc(OC(F)(F)F)cc1,c1ccc(-c2ccccc2)cc1,train,
1201,2-morpholin-4-ylpyrimidine-5-carbaldehyde,C1COCCN1C2=NC=C(C=N2)C=O,XDMVIYFKCVJZHK-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cnc(N2CCOCC2)nc1,c1cnc(N2CCOCC2)nc1,train,
1202,"1-cyclopropyl-2,5-dimethylpyrrole-3-carbaldehyde",CC1=CC(=C(N1C2CC2)C)C=O,ZBULWGFKZMHJLU-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc(C=O)c(C)n1C1CC1,c1ccn(C2CC2)c1,test,
1203,"1-(1,3-benzodioxol-5-yl)-2,5-dimethylpyrrole-3-carbaldehyde",CC1=CC(=C(N1C2=CC3=C(C=C2)OCO3)C)C=O,QPFVKFZJNJFLCL-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc(C=O)c(C)n1-c1ccc2c(c1)OCO2,c1ccn(-c2ccc3c(c2)OCO3)c1,validation,
1204,5-pyrimidin-2-ylsulfanylfuran-2-carbaldehyde,C1=CN=C(N=C1)SC2=CC=C(O2)C=O,BVGQOPQJOBCDBN-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(Sc2ncccn2)o1,c1cnc(Sc2ccco2)nc1,validation,
1205,1-benzyl-3-pyridin-3-ylpyrazole-4-carbaldehyde,C1=CC=C(C=C1)CN2C=C(C(=N2)C3=CN=CC=C3)C=O,WLALNLLKMJDSEF-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(Cc2ccccc2)nc1-c1cccnc1,c1ccc(Cn2ccc(-c3cccnc3)n2)cc1,train,
1206,3-methoxy-4-(2-oxo-2-pyrrolidin-1-ylethoxy)benzaldehyde,COC1=C(C=CC(=C1)C=O)OCC(=O)N2CCCC2,WQPVWMPVTAJJCJ-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)ccc1OCC(=O)N1CCCC1,O=C(COc1ccccc1)N1CCCC1,train,
1207,"2-(2,6-dimethylmorpholin-4-yl)-9-methyl-4-oxopyrido[1,2-a]pyrimidine-3-carbaldehyde",CC1CN(CC(O1)C)C2=C(C(=O)N3C=CC=C(C3=N2)C)C=O,IMLOGWSHQKSZPM-UHFFFAOYSA-N,aromatic_hetero,,Cc1cccn2c(=O)c(C=O)c(N3CC(C)OC(C)C3)nc12,O=c1cc(N2CCOCC2)nc2ccccn12,validation,
1208,4-methoxy-3-[(4-methyl-2-nitrophenoxy)methyl]benzaldehyde,CC1=CC(=C(C=C1)OCC2=C(C=CC(=C2)C=O)OC)[N+](=O)[O-],ANVVHXVNYURAKK-UHFFFAOYSA-N,aromatic_carbo,nitro,COc1ccc(C=O)cc1COc1ccc(C)cc1[N+](=O)[O-],c1ccc(COc2ccccc2)cc1,train,
1209,1-(4-methoxyphenyl)pyrrole-2-carbaldehyde,COC1=CC=C(C=C1)N2C=CC=C2C=O,VBOUNTHJXKGWSS-UHFFFAOYSA-N,aromatic_hetero,,COc1ccc(-n2cccc2C=O)cc1,c1ccc(-n2cccc2)cc1,train,
1210,3-methoxy-4-phenacyloxybenzaldehyde,COC1=C(C=CC(=C1)C=O)OCC(=O)C2=CC=CC=C2,YCEPMNIGSKPMIO-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)ccc1OCC(=O)c1ccccc1,O=C(COc1ccccc1)c1ccccc1,train,
1211,2-chloropropanal,CC(C=O)Cl,UAARVZGODBESIF-UHFFFAOYSA-N,aliphatic,,CC(Cl)C=O,__no_ring__CC(C=O)Cl,test,
1212,isoquinoline-1-carbaldehyde,C1=CC=C2C(=C1)C=CN=C2C=O,HORFVOWTVOJVAN-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1nccc2ccccc12,c1ccc2cnccc2c1,train,
1213,"N,N-diethyl-2-(4-formyl-2-methoxyphenoxy)acetamide",CCN(CC)C(=O)COC1=C(C=C(C=C1)C=O)OC,BGIJJLSDXQBYJQ-UHFFFAOYSA-N,aromatic_carbo,,CCN(CC)C(=O)COc1ccc(C=O)cc1OC,c1ccccc1,train,
1214,5-(diethylamino)furan-2-carbaldehyde,CCN(CC)C1=CC=C(O1)C=O,CSLVNCXGGVYESC-UHFFFAOYSA-N,aromatic_hetero,,CCN(CC)c1ccc(C=O)o1,c1ccoc1,train,
1215,"3-(3-formyl-2,5-dimethylpyrrol-1-yl)-4-methylbenzoic acid",CC1=C(C=C(C=C1)C(=O)O)N2C(=CC(=C2C)C=O)C,JROHLCMQZNZGHG-UHFFFAOYSA-N,aromatic_hetero,,Cc1ccc(C(=O)O)cc1-n1c(C)cc(C=O)c1C,c1ccc(-n2cccc2)cc1,train,
1216,"2-chloro-6,7-dimethylquinoline-3-carbaldehyde",CC1=CC2=CC(=C(N=C2C=C1C)Cl)C=O,MRKMNOLGKUJUSJ-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc2cc(C=O)c(Cl)nc2cc1C,c1ccc2ncccc2c1,train,
1217,"3-(3-formyl-2,5-dimethylpyrrol-1-yl)benzoic acid",CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)O)C)C=O,NSUJXPAWDKAXDQ-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc(C=O)c(C)n1-c1cccc(C(=O)O)c1,c1ccc(-n2cccc2)cc1,train,
1218,5-(5-formylfuran-2-yl)-2-hydroxybenzoic acid,C1=CC(=C(C=C1C2=CC=C(O2)C=O)C(=O)O)O,CYEKBFDCMORSFM-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(-c2ccc(O)c(C(=O)O)c2)o1,c1ccc(-c2ccco2)cc1,train,
1219,"1-cyclohexyl-2,5-dimethylpyrrole-3-carbaldehyde",CC1=CC(=C(N1C2CCCCC2)C)C=O,HRRUKGPVBSKOJH-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc(C=O)c(C)n1C1CCCCC1,c1ccn(C2CCCCC2)c1,test,
1220,4-(3-chlorophenyl)benzaldehyde,C1=CC(=CC(=C1)Cl)C2=CC=C(C=C2)C=O,SQMLKQSDIZEGRP-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(-c2cccc(Cl)c2)cc1,c1ccc(-c2ccccc2)cc1,train,
1221,4-(4-fluorophenyl)benzaldehyde,C1=CC(=CC=C1C=O)C2=CC=C(C=C2)F,ZVMXCNFUJPLQFT-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(-c2ccc(F)cc2)cc1,c1ccc(-c2ccccc2)cc1,train,
1222,4-(4-methylsulfanylphenyl)benzaldehyde,CSC1=CC=C(C=C1)C2=CC=C(C=C2)C=O,AIQQOUGEPPIVBV-UHFFFAOYSA-N,aromatic_carbo,,CSc1ccc(-c2ccc(C=O)cc2)cc1,c1ccc(-c2ccccc2)cc1,train,
1223,"2-(3,5-dimethylphenoxy)benzaldehyde",CC1=CC(=CC(=C1)OC2=CC=CC=C2C=O)C,SZCIXTZUAFRBSJ-UHFFFAOYSA-N,aromatic_carbo,,Cc1cc(C)cc(Oc2ccccc2C=O)c1,c1ccc(Oc2ccccc2)cc1,train,
1224,"1,8-naphthyridine-2-carbaldehyde",C1=CC2=C(N=C1)N=C(C=C2)C=O,TXEQVJDZTRPUKO-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc2cccnc2n1,c1cnc2ncccc2c1,train,
1225,"methyl 2-(3-formyl-4-oxopyrido[1,2-a]pyrimidin-2-yl)sulfanylacetate",COC(=O)CSC1=C(C(=O)N2C=CC=CC2=N1)C=O,XYHFNDKCLPKBLV-UHFFFAOYSA-N,aromatic_hetero,,COC(=O)CSc1nc2ccccn2c(=O)c1C=O,O=c1ccnc2ccccn12,train,
1226,5-bromo-3-chloro-2-hydroxybenzaldehyde,C1=C(C=C(C(=C1C=O)O)Cl)Br,XXFFEGBFFXHMTF-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(Br)cc(Cl)c1O,c1ccccc1,train,
1227,4-(3-hydroxyphenyl)benzaldehyde,C1=CC(=CC(=C1)O)C2=CC=C(C=C2)C=O,NNZHMXXGNYZGLA-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(-c2cccc(O)c2)cc1,c1ccc(-c2ccccc2)cc1,train,
1228,"4-(1,2,4-triazol-1-yl)benzaldehyde",C1=CC(=CC=C1C=O)N2C=NC=N2,TVEJNWMWDIXPAX-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(-n2cncn2)cc1,c1ccc(-n2cncn2)cc1,train,
1229,"3,5-difluoro-2-hydroxybenzaldehyde",C1=C(C=C(C(=C1C=O)O)F)F,QGSAZWCEHUYVMW-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(F)cc(F)c1O,c1ccccc1,train,
1230,3-(2-fluorophenyl)benzaldehyde,C1=CC=C(C(=C1)C2=CC=CC(=C2)C=O)F,JEZDTHCXEQVVLE-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(-c2ccccc2F)c1,c1ccc(-c2ccccc2)cc1,train,
1231,5-methyl-1-benzothiophene-2-carbaldehyde,CC1=CC2=C(C=C1)SC(=C2)C=O,SIHFZJLPKQUYAH-UHFFFAOYSA-N,aromatic_hetero,,Cc1ccc2sc(C=O)cc2c1,c1ccc2sccc2c1,train,
1232,"2,3-dihydro-1,4-benzodioxine-5-carbaldehyde",C1COC2=C(C=CC=C2O1)C=O,BJXUCBAQZJITKD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc2c1OCCO2,c1ccc2c(c1)OCCO2,train,
1233,6-(4-fluorophenoxy)pyridine-3-carbaldehyde,C1=CC(=CC=C1OC2=NC=C(C=C2)C=O)F,CXDXKVFZZZMJQB-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(Oc2ccc(F)cc2)nc1,c1ccc(Oc2ccccn2)cc1,train,
1234,"4-chloro-2-(4-methylanilino)-1,3-thiazole-5-carbaldehyde",CC1=CC=C(C=C1)NC2=NC(=C(S2)C=O)Cl,JDOIRYXVHWRKDR-UHFFFAOYSA-N,aromatic_hetero,,Cc1ccc(Nc2nc(Cl)c(C=O)s2)cc1,c1ccc(Nc2nccs2)cc1,train,
1235,3-[(3-methylphenyl)methoxy]benzaldehyde,CC1=CC(=CC=C1)COC2=CC=CC(=C2)C=O,KUBQGVFWIDMJLR-UHFFFAOYSA-N,aromatic_carbo,,Cc1cccc(COc2cccc(C=O)c2)c1,c1ccc(COc2ccccc2)cc1,train,
1236,5-(3-formylphenyl)furan-2-carboxylic acid,C1=CC(=CC(=C1)C2=CC=C(O2)C(=O)O)C=O,SXOFEMGZZUPVOF-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(-c2ccc(C(=O)O)o2)c1,c1ccc(-c2ccco2)cc1,train,
1237,3-formyl-1-methylindole-2-carboxylic acid,CN1C2=CC=CC=C2C(=C1C(=O)O)C=O,XYANKXSPJQBIDM-UHFFFAOYSA-N,aromatic_hetero,,Cn1c(C(=O)O)c(C=O)c2ccccc21,c1ccc2[nH]ccc2c1,train,
1238,1-benzothiophene-7-carbaldehyde,C1=CC2=C(C(=C1)C=O)SC=C2,WSSVAOKEXMFMIO-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc2ccsc12,c1ccc2sccc2c1,train,
1239,1-methylindole-6-carbaldehyde,CN1C=CC2=C1C=C(C=C2)C=O,QGAKKGIWURKKHV-UHFFFAOYSA-N,aromatic_carbo,,Cn1ccc2ccc(C=O)cc21,c1ccc2[nH]ccc2c1,train,
1240,5-(2-formylphenyl)furan-2-carboxylic acid,C1=CC=C(C(=C1)C=O)C2=CC=C(O2)C(=O)O,DRZVKINNROAUIT-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccccc1-c1ccc(C(=O)O)o1,c1ccc(-c2ccco2)cc1,train,
1241,5-formyl-1H-pyrazole-3-carboxylic acid,C1=C(NN=C1C(=O)O)C=O,JPBGDPHHWRAINS-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cc(C(=O)O)n[nH]1,c1cn[nH]c1,train,
1242,8-hydroxyquinoline-7-carbaldehyde,C1=CC2=C(C(=C(C=C2)C=O)O)N=C1,HGNLFMRNEFPDHZ-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2cccnc2c1O,c1ccc2ncccc2c1,train,
1243,1-(benzenesulfonyl)indole-3-carbaldehyde,C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C=O,ZLARITBCJILRBL-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12,O=S(=O)(c1ccccc1)n1ccc2ccccc21,train,
1244,"1,3-dimethyl-2,4-dioxopyrimidine-5-carbaldehyde",CN1C=C(C(=O)N(C1=O)C)C=O,KGJFRZOATIXYPW-UHFFFAOYSA-N,aromatic_hetero,,Cn1cc(C=O)c(=O)n(C)c1=O,O=c1cc[nH]c(=O)[nH]1,train,
1245,"2,3-dihydro-1-benzofuran-5-carbaldehyde",C1COC2=C1C=C(C=C2)C=O,WEBVDBDZSOJGPB-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2c(c1)CCO2,c1ccc2c(c1)CCO2,train,
1246,3-(4-methylphenyl)benzaldehyde,CC1=CC=C(C=C1)C2=CC=CC(=C2)C=O,VEEXIHQTCQUWED-UHFFFAOYSA-N,aromatic_carbo,,Cc1ccc(-c2cccc(C=O)c2)cc1,c1ccc(-c2ccccc2)cc1,train,
1247,3-hydroxypyridine-2-carbaldehyde,C1=CC(=C(N=C1)C=O)O,ICDSWZBXIZCMHR-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ncccc1O,c1ccncc1,train,
1248,5-ethyl-2-hydroxybenzaldehyde,CCC1=CC(=C(C=C1)O)C=O,XSTCLZHMZASDDK-UHFFFAOYSA-N,aromatic_carbo,,CCc1ccc(O)c(C=O)c1,c1ccccc1,train,
1249,"2,6-dihydroxybenzaldehyde",C1=CC(=C(C(=C1)O)C=O)O,DGXAGETVRDOQFP-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(O)cccc1O,c1ccccc1,train,
1250,cyclobutanecarbaldehyde,C1CC(C1)C=O,INVYSLWXPIEDIQ-UHFFFAOYSA-N,aliphatic,,O=CC1CCC1,C1CCC1,train,
1251,1-(4-bromophenyl)triazole-4-carbaldehyde,C1=CC(=CC=C1N2C=C(N=N2)C=O)Br,BTQYPLKFLNXZTD-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(-c2ccc(Br)cc2)nn1,c1ccc(-n2ccnn2)cc1,train,
1252,2-butyl-5-chloro-1H-imidazole-4-carbaldehyde,CCCCC1=NC(=C(N1)Cl)C=O,JLVIHQCWASNXCK-UHFFFAOYSA-N,aromatic_hetero,,CCCCc1nc(C=O)c(Cl)[nH]1,c1c[nH]cn1,train,
1253,5-bromo-1H-indole-3-carbaldehyde,C1=CC2=C(C=C1Br)C(=CN2)C=O,PEENKJZANBYXNB-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c[nH]c2ccc(Br)cc12,c1ccc2[nH]ccc2c1,train,
1254,1H-benzimidazole-2-carbaldehyde,C1=CC=C2C(=C1)NC(=N2)C=O,DQOSJWYZDQIMGM-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1nc2ccccc2[nH]1,c1ccc2[nH]cnc2c1,train,
1255,3-cyclohexylpropanal,C1CCC(CC1)CCC=O,RKFNAZGRJVNWEW-UHFFFAOYSA-N,aliphatic,,O=CCCC1CCCCC1,C1CCCCC1,train,
1256,5-bromothiophene-2-carbaldehyde,C1=C(SC(=C1)Br)C=O,GFBVUFQNHLUCPX-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(Br)s1,c1ccsc1,train,
1257,"4,4-dimethyl-5-oxopentanenitrile",CC(C)(CCC#N)C=O,HKJVKIURQSVEQB-UHFFFAOYSA-N,aliphatic,,CC(C)(C=O)CCC#N,__no_ring__CC(C)(CCC#N)C=O,test,
1258,5-chloro-2-nitrobenzaldehyde,C1=CC(=C(C=C1Cl)C=O)[N+](=O)[O-],SWGPIDCNYAYXMJ-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1cc(Cl)ccc1[N+](=O)[O-],c1ccccc1,train,
1259,quinoline-3-carbaldehyde,C1=CC=C2C(=C1)C=C(C=N2)C=O,RYGIHSLRMNXWCN-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cnc2ccccc2c1,c1ccc2ncccc2c1,train,
1260,bicyclo[2.2.1]heptane-2-carbaldehyde,C1CC2CC1CC2C=O,UAQYREPFSVCDHT-UHFFFAOYSA-N,aliphatic,,O=CC1CC2CCC1C2,C1CC2CCC1C2,train,
1261,4-bromothiophene-2-carbaldehyde,C1=C(SC=C1Br)C=O,PDONIKHDXYHTLS-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cc(Br)cs1,c1ccsc1,train,
1262,2-ethoxynaphthalene-1-carbaldehyde,CCOC1=C(C2=CC=CC=C2C=C1)C=O,IMNKQTWVJHODOS-UHFFFAOYSA-N,aromatic_carbo,,CCOc1ccc2ccccc2c1C=O,c1ccc2ccccc2c1,train,
1263,1-benzylpiperidine-4-carbaldehyde,C1CN(CCC1C=O)CC2=CC=CC=C2,SGIBOXBBPQRZDM-UHFFFAOYSA-N,aliphatic,,O=CC1CCN(Cc2ccccc2)CC1,c1ccc(CN2CCCCC2)cc1,train,
1264,"2,6-dimethoxybenzaldehyde",COC1=C(C(=CC=C1)OC)C=O,WXSGQHKHUYTJNB-UHFFFAOYSA-N,aromatic_carbo,,COc1cccc(OC)c1C=O,c1ccccc1,train,
1265,3-(5-methylfuran-2-yl)propanal,CC1=CC=C(O1)CCC=O,WPBUABKBDHGOAJ-UHFFFAOYSA-N,aliphatic,,Cc1ccc(CCC=O)o1,c1ccoc1,train,
1266,2-phenylmethoxyacetaldehyde,C1=CC=C(C=C1)COCC=O,NFNOAHXEQXMCGT-UHFFFAOYSA-N,aliphatic,,O=CCOCc1ccccc1,c1ccccc1,train,
1267,"3,5-bis(trifluoromethyl)benzaldehyde",C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C=O,LDWLIXZSDPXYDR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,c1ccccc1,train,
1268,"ethyl 4-formyl-3,5-dimethyl-1H-pyrrole-2-carboxylate",CCOC(=O)C1=C(C(=C(N1)C)C=O)C,CLJUICOFPKFFGJ-UHFFFAOYSA-N,aromatic_hetero,,CCOC(=O)c1[nH]c(C)c(C=O)c1C,c1cc[nH]c1,train,
1269,1-benzylimidazole-2-carbaldehyde,C1=CC=C(C=C1)CN2C=CN=C2C=O,AKFHFMMKMUJLBU-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1nccn1Cc1ccccc1,c1ccc(Cn2ccnc2)cc1,train,
1270,1-methylimidazole-2-carbaldehyde,CN1C=CN=C1C=O,UEBFLTZXUXZPJO-UHFFFAOYSA-N,aromatic_hetero,,Cn1ccnc1C=O,c1c[nH]cn1,train,
1271,"6-chloro-1,3-benzodioxole-5-carbaldehyde",C1OC2=C(O1)C=C(C(=C2)C=O)Cl,VRNADRCOROWLJC-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc2c(cc1Cl)OCO2,c1ccc2c(c1)OCO2,train,
1272,2-hydroxy-3-prop-2-enylbenzaldehyde,C=CCC1=C(C(=CC=C1)C=O)O,INLWEXRRMUMHKB-UHFFFAOYSA-N,aromatic_carbo,,C=CCc1cccc(C=O)c1O,c1ccccc1,train,
1273,2-acetylbenzaldehyde,CC(=O)C1=CC=CC=C1C=O,VDEAMZDXUCYOQJ-UHFFFAOYSA-N,aromatic_carbo,,CC(=O)c1ccccc1C=O,c1ccccc1,train,
1274,6-methoxyquinoline-4-carbaldehyde,COC1=CC2=C(C=CN=C2C=C1)C=O,PDGKZDPIWAKVLH-UHFFFAOYSA-N,aromatic_hetero,,COc1ccc2nccc(C=O)c2c1,c1ccc2ncccc2c1,train,
1275,4-hydroxy-5-methoxy-2-nitrobenzaldehyde,COC1=C(C=C(C(=C1)C=O)[N+](=O)[O-])O,INFACQKUQJGVFF-UHFFFAOYSA-N,aromatic_carbo,nitro,COc1cc(C=O)c([N+](=O)[O-])cc1O,c1ccccc1,train,
1276,"1,2-dihydroacenaphthylene-5-carbaldehyde",C1CC2=CC=C(C3=CC=CC1=C23)C=O,VNEOTRCBGZQYJT-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2c3c(cccc13)CC2,c1cc2c3c(cccc3c1)CC2,train,
1277,dibenzofuran-2-carbaldehyde,C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)C=O,OVJMIWIVPWPZMN-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2oc3ccccc3c2c1,c1ccc2c(c1)oc1ccccc12,train,
1278,2-(4-methoxyphenyl)propanal,CC(C=O)C1=CC=C(C=C1)OC,JDZPCXLQZLJIPR-UHFFFAOYSA-N,aliphatic,,COc1ccc(C(C)C=O)cc1,c1ccccc1,train,
1279,"2,5-dimethyl-1H-pyrrole-3-carbaldehyde",CC1=CC(=C(N1)C)C=O,GTWDXQPFVZMHNZ-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc(C=O)c(C)[nH]1,c1cc[nH]c1,train,
1280,4-phenylmethoxybutanal,C1=CC=C(C=C1)COCCCC=O,QTISZPXYPZNBQB-UHFFFAOYSA-N,aliphatic,,O=CCCCOCc1ccccc1,c1ccccc1,train,
1281,"3-chloro-4,5-dimethoxybenzaldehyde",COC1=C(C(=CC(=C1)C=O)Cl)OC,AMZCHEDPEAQEMC-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)cc(Cl)c1OC,c1ccccc1,train,
1282,2-phenyltriazole-4-carbaldehyde,C1=CC=C(C=C1)N2N=CC(=N2)C=O,VZJJIEBMUWCKJY-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cnn(-c2ccccc2)n1,c1ccc(-n2nccn2)cc1,train,
1283,5-fluoro-1H-indole-3-carbaldehyde,C1=CC2=C(C=C1F)C(=CN2)C=O,YUAJKGBLPVLADK-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c[nH]c2ccc(F)cc12,c1ccc2[nH]ccc2c1,train,
1284,5-methyl-1H-indole-3-carbaldehyde,CC1=CC2=C(C=C1)NC=C2C=O,ZTNQWTPWKNDRNF-UHFFFAOYSA-N,aromatic_hetero,,Cc1ccc2[nH]cc(C=O)c2c1,c1ccc2[nH]ccc2c1,train,
1285,4-(2-bromoethoxy)benzaldehyde,C1=CC(=CC=C1C=O)OCCBr,XFHTVCMRNSBQCF-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(OCCBr)cc1,c1ccccc1,train,
1286,6-fluoro-1H-indole-3-carbaldehyde,C1=CC2=C(C=C1F)NC=C2C=O,CWCYUOSLRVAKQZ-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c[nH]c2cc(F)ccc12,c1ccc2[nH]ccc2c1,train,
1287,3-(2-methoxyphenyl)propanal,COC1=CC=CC=C1CCC=O,FIMNMFRUQUMXEV-UHFFFAOYSA-N,aliphatic,,COc1ccccc1CCC=O,c1ccccc1,train,
1288,1-methylindole-2-carbaldehyde,CN1C2=CC=CC=C2C=C1C=O,IBNGPIOSWCMJGG-UHFFFAOYSA-N,aromatic_hetero,,Cn1c(C=O)cc2ccccc21,c1ccc2[nH]ccc2c1,train,
1289,"2-(1,3-benzodioxol-5-yl)acetaldehyde",C1OC2=C(O1)C=C(C=C2)CC=O,RRMZTAWQQFJQHL-UHFFFAOYSA-N,aliphatic,,O=CCc1ccc2c(c1)OCO2,c1ccc2c(c1)OCO2,train,
1290,N-(5-formylthiophen-2-yl)acetamide,CC(=O)NC1=CC=C(S1)C=O,RYHPGKJBLSYSCH-UHFFFAOYSA-N,aromatic_hetero,,CC(=O)Nc1ccc(C=O)s1,c1ccsc1,train,
1291,2-(2-methoxyphenyl)acetaldehyde,COC1=CC=CC=C1CC=O,VKQKGJHUFQGOIX-UHFFFAOYSA-N,aliphatic,,COc1ccccc1CC=O,c1ccccc1,train,
1292,3-formyl-4-hydroxybenzoic acid,C1=CC(=C(C=C1C(=O)O)C=O)O,NXZBZWZORYEIJL-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(C(=O)O)ccc1O,c1ccccc1,train,
1293,2-chloro-4-nitrobenzaldehyde,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C=O,GVBXZIANHMNKAK-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1ccc([N+](=O)[O-])cc1Cl,c1ccccc1,train,
1294,5-hydroxypyridine-2-carbaldehyde,C1=CC(=NC=C1O)C=O,HSODMUBHOXGNNQ-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(O)cn1,c1ccncc1,train,
1295,"2-chloro-4,5-dimethoxybenzaldehyde",COC1=C(C=C(C(=C1)C=O)Cl)OC,KTLBJNXLHDMIRZ-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(Cl)c(C=O)cc1OC,c1ccccc1,train,
1296,4-methoxy-2-methylbenzaldehyde,CC1=C(C=CC(=C1)OC)C=O,WICYVKGMEJSDAO-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(C=O)c(C)c1,c1ccccc1,train,
1297,5-hydroxy-4-methoxy-2-nitrobenzaldehyde,COC1=C(C=C(C(=C1)[N+](=O)[O-])C=O)O,PTULGYAZUWPSQM-UHFFFAOYSA-N,aromatic_carbo,nitro,COc1cc([N+](=O)[O-])c(C=O)cc1O,c1ccccc1,train,
1298,2-(2-formyl-4-methoxyphenoxy)acetic acid,COC1=CC(=C(C=C1)OCC(=O)O)C=O,BTPORJVAKLIAGD-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(OCC(=O)O)c(C=O)c1,c1ccccc1,train,
